,date_posted,funny,helpful,hour_played,is_early_access_review,recommendation,review,title
361597,2016-10-09,16,85,551,True,Not Recommended,1 OF THE ADMIN HOLMZY IS RACIST. he wont hesitate to ban you if you are not from the same country LIKE HIMhello so as the topic title says are we dealing with a racist admin is it because i am from the middle east? got banned twice without any reason haven't hacked once at rust. so here is my story 5 motnhs ago i got banned for no reason when i contacted the easyanticheat support they said to me its a admin dev ban apperantly they said i used to hack. after 1 6k ish i got accused of cheating and got the ban hammer of one of the developer. after a while contacting making threads nothing happened there was no hope for a unban so i gave up bought a new rust copy and played for 500+ hours http //steamcommunity.com/id/clanky5 here we are 6/8 months later on 8/10/2016 i got banned again no reason. after one toxic player complaint about me in game chat. and yes holmzy was online that day talking in chat seeking for attention in chat like always. didn't even take to long after 1 min one of my team mates got the ban hammer no reason and it started again and here it is the same tragedy that happened 8 months ago. banning every single one that was next to my base or even in my friend list and even killed all my allies while on godmode and noclipping and yes even changed my base code and gave it away to one of his friend he has added on steam isn't he supposed to delete the base with all the loot with it what a shady admin abusing his power to help one of his friend out. and there was a random guy called dav'o that was flying and abusing his powers killing my friends/allies it happened so fast so i didn't get screenshots myself but i asked one of my allies to talk to him and screenshot the coversation he had with him. and i bet one of the other admins can get the chat log or even the server log and can see there is no suspicious behaviour or even aim assist or esp cheats i got banned cause i am from saudi arabia/middle east probably happened many times and i am here speaking this is BS needs to stop many people getting banned for no reason admins are abusing their power LINK REMOVED http //i.hizliresim.com/7ALzLL.jpg LINK REMOVED http //i.hizliresim.com/RQvz7R.jpg here he said when i have the time i destroy the base. liar he gave it away to one of his friend the base is still standing till this day and destroying a base its easy for him all you need is 1 min ' holmzy and it will be destroyed when i have the time. l00l sure MR admin ALL OF THAT HAPPPEND IN SERVER MANCHESTERidc how you call it but for me is Racism at it finest here is my 1.6k hour acc http //steamcommunity.com/profiles/76561198112490510/here is my 500+ hour acchttp //steamcommunity.com/id/clanky5unknown guy that abused his power with holmzy http //steamcommunity.com/profiles/76561198018750271,Rust
64453,2015-07-31,2,7,25,False,Not Recommended,Quite nice but every Second game on a Server. Do NOT buy until they fixed this Sh.. Lag of the doom,Rocket League®
241398,2017-03-24,1,2,347,False,Not Recommended,FIX YOUR ING SERVERS AND REGION LOCK CHINA,PLAYERUNKNOWN'S BATTLEGROUNDS
120907,2017-06-16,1,2,37,False,Not Recommended,wow,Grand Theft Auto V
41483,2016-06-04,102,57,30,False,Recommended,Make ragdoll have sex Kill friend with mac10 Spawn a in copter Make pikachu fight a trex Have a fist fight with morgan freeman Make a with explosive barrels Make my game crash tons of mods9999/10Totally worth to buy,Garry's Mod
240760,2018-05-09,3,2,1000,False,Recommended,sadly bad performance (dont buy it with your potato PC) and from time to time with some bugsgood with friendspayed 30 get 65 by selling all my gratesin my opintion many ways better than fortnite (no build better gunhandling no color explosion no bunny hopping fights no build no 12 years old kids not only TPP mode no rare shield drinks CARS did i miss no build? realistic)hard too masterone of the best games I buyed so far,PLAYERUNKNOWN'S BATTLEGROUNDS
55695,2018-09-14,1,8,22,False,Recommended,The game is filled with amazing gameplay.The car physics and the map/arena size are pretty good could be bigger with 4v4... just ends up being a cluster of cars in a corner.It feels like most of the community is toxic but thankfully you can disable all comms so im pretty happy with that.One of the best things is just playing with friends and having a laugh.Overall i'd definitely recommend this game can be played as a casual player or competitive.,Rocket League®
113703,2016-08-28,391,213,1277,False,Recommended,Grand Theft Time Loadings &amp Disconnects.1) Launch the game2) Loading3) Start single player4) Loading5) Join Online6) Loading7) Get disconnected8) Loading9) Join Online again10) Loading11) Join a mission12) Loading13) Do something14) LoadingI ve literally spent 100 hours on loadings. Buy it if you want loadings.,Grand Theft Auto V
265245,2018-07-07,4,2,1236,False,Not Recommended,nice game(piece of,PLAYERUNKNOWN'S BATTLEGROUNDS
120665,2018-03-20,1,2,317,False,Recommended,Can't get STDs from hookers. 10/10,Grand Theft Auto V
169504,2015-04-13,15,12,123,False,Recommended,Really enjoyed the console beta.,Grand Theft Auto V
122575,2018-07-18,2,7,1,False,Recommended,Price drop.,Grand Theft Auto V
30301,2018-08-09,3,6,1,False,Not Recommended,"This is more of a tour than a ""Let's get done in the New World"". By the time I got to the training grounds I felt like I was ripped off.",MONSTER HUNTER: WORLD
390856,2014-03-31,1,3,317,True,Recommended,small simulator 2014.,Rust
285590,2018-02-05,1,2,590,False,Not Recommended,#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA#REGIONLOCKCHINA,PLAYERUNKNOWN'S BATTLEGROUNDS
155062,2015-06-08,6,4,373,False,Recommended,It took 2 years and 4 delays to write this review,Grand Theft Auto V
55839,2016-11-25,3,2,1885,False,Not Recommended,This game lags hard. Grand Champ,Rocket League®
391004,2018-01-12,1,2,141,True,Not Recommended,STAY AWAY this game is literal garbage unoptimized early access game complete with a terrible community no fun to be had here,Rust
364687,2014-06-08,1,2,78,True,Recommended,1. Rocks to smash things with2. Male genetalia in 3D3. 3D male genetalia being smashed by rocks,Rust
60918,2018-05-14,1,4,846,False,Not Recommended,worst support i've ever seen worst community i've ever seen worst servers i ever seen worst matchmaking i've ever seen the rest is okay .,Rocket League®
28629,2018-08-28,2,2,211,False,Not Recommended,"TLDR If you love grindy loot games enough to forgive bad mechanics and a terrible pc port then this game is for you. Otherwise skip it.PROS Pretty. Great monster designs (Visuals/Animations/Attacks). Very smooth difficulty curve through the main story.CONS Literally everything else. You fight the camera as much as the monsters. Many of the items (weapons/armor) aren't distinct enough to warrant being in the game. Hit boxes are ridiculously oversized. Riddled with movement/fight mechanic inconsistencies such as jumping off of ledges and where your ""super"" moves line up during animations...sometimes they clearly miss yet hit other times they clearly hit yet no damage registers. Movement is more like driving a car than moving a person. Roar/Shockwave/Wing Flapping all stun you and can be done repeatedly Less actual play time and less engaging fights. Numerous monsters tend to make a b line away from you causing you to spend an inordinate amount of time running after them instead of actually fighting Less actual play time and less engaging fights. No animation canceling leaves the game feeling sluggish. This is compounded by the input delay problems. I'm not sure if this is a pc port issue or purely game design. To make matters worse starting mid game many monsters will just run back and forth as an attack pattern. So unless you are ranged you are just standing back and waiting for the pattern to end before going in to continue the fight. This unnecessarily breaks up the flow of fights (Along with the repeated stuns). Other monsters can join in which means you then have to use Dung Pods and hit them to make them run away or you'll be attacked by 2 monsters. This typically means you get roar stunned over...and over...and over again. So instead of focusing on adding abilities that actually relate to offense and defense you now have to add in skills to deal with repeated stuns. Btw there are deminishing returns on the hardest versions of monsters (""tempered monsters"") yet never deminishing returns on players. Every time you want to talk to a vendor you have to sit through the same couple lines of nonsense talk before accessing menus. It gets old fast. Many of the finer aspects of the game aren't talked about in game. You have to utilize the internet to know how it all works. Unskippable cutscenes and credits. Post game gameplay is severely lacking in content to continue pushing you towards the end goal of tempered elder fights. Main story is about as bland as a Hallmark Channel movie.There is more than this but the overall design is unnecessarily frustrating to play. Unlike Dark Souls or Bloodborne which have much more fluid fighting systems and is difficult but fair Monster Hunter World is decidedly the opposite.As for the port Constant multiplayer connection problems. Edit This has been fixed...finally. Joining friend s games should be easier. Chat is a joke. Limited to less characters than Twitter. Tabs are confusing. Very limited key binding options (You can't even bind Inventory to ""I"" or use Tab to view everyone in your game and mute them from there). In game mics are terrible. They are hidden in the sub menus and are either 100% on or 100% off. No toggling. Menus should all be transparent and allow you to move and look at the info. Again this is about game flow. Instead you have to stop what you're doing sit through an animation and move through a clunky menu system to get to anything. Nothing menu related is fast fluid or easy as it should be in this game. Mouse movement is really sluggish and inaccurate.Typical of Capcom these days their PC ports are sub standard. 1 year of waiting for a pc port for this? It's pretty half",MONSTER HUNTER: WORLD
